Torkoal,324,324,0,Fire,,Field,Field,None,None,Charcoal,Drought,White Smoke,Shell Armor,70,85,140,85,70,20,1,Ember,1,Smog,1,Withdraw,7,Rapid Spin,10,Fire Spin,13,Smokescreen,16,Clear Smog,16,Flame Wheel,19,Curse,22,Body Slam,25,Lava Plume,28,Protect,31,Earth Power,34,Flamethrower,37,Iron Defense,40,Heat Wave,43,Amnesia,46,Flail,49,Eruption,56,Inferno,60,Shell Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Hyper Beam,Protect,Solar Beam,Iron Tail,Earthquake,Double Team,Flamethrower,Sludge Bomb,Fire Blast,Rock Tomb,Facade,Rest,Attract,Overheat,Endure,Will-O-Wisp,Explosion,Giga Impact,Stone Edge,Gyro Ball,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yawn,Fissure,Skull Bash,Flail,Ancient Power,Eruption,Clear Smog,Superpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,After You,Bulldoze,Rollout,Mud-Slap,Self-Destruct,Stomping Tantrum,Iron Defense,Scorching Sands,Heat Wave,Superpower,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spoink,325,325,0,Psychic,,Field,Field,None,None,None,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,1,Splash,7,Confusion,10,Growl,10,Odor Sleuth,10,Psybeam,13,Psych Up,16,Confuse Ray,19,Zen Headbutt,22,Mirror Coat,22,Magic Coat,25,Extrasensory,28,Power Gem,31,Rest,31,Snore,31,Sleep Talk,34,Psychic,37,Payback,38,Psyshock,40,Bounce,43,Future Sight,46,Trick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Light Screen,Protect,Rain Dance,Iron Tail,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Torment,Facade,Rest,Attract,Thief,Skill Swap,Charge Beam,Endure,Will-O-Wisp,Payback,Recycle,Flash,Thunder Wave,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future Sight,Extrasensory,Trick,Zen Headbutt,Amnesia,Mirror Coat,Whirlwind,Simple Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Ally Switch,Heal Bell,Signal Beam,Bounce,Role Play,Zen Headbutt,Magic Coat,Swift,Trick,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grumpig,326,326,0,Psychic,,Field,Field,None,None,None,Thick Fat,Prankster,Gluttony,80,45,65,90,110,80,32,Teeter Dance,1,Splash,1,Belch,7,Confusion,10,Growl,10,Odor Sleuth,10,Psybeam,13,Psych Up,16,Confuse Ray,19,Zen Headbutt,22,Mirror Coat,22,Magic Coat,25,Extrasensory,28,Power Gem,31,Rest,31,Snore,31,Sleep Talk,35,Psychic,39,Payback,42,Psyshock,43,Bounce,47,Future Sight,51,Trick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Toxic,Sunny Day,Taunt,Hyper Beam,Light Screen,Protect,Rain Dance,Iron Tail,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Shock Wave,Torment,Facade,Rest,Attract,Thief,Skill Swap,Focus Blast,Energy Ball,Fling,Charge Beam,Endure,Drain Punch,Will-O-Wisp,Nasty Plot,Payback,Recycle,Giga Impact,Flash,Thunder Wave,Psych Up,Sleep Talk,Bulldoze,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future Sight,Extrasensory,Trick,Zen Headbutt,Amnesia,Mirror Coat,Whirlwind,Simple Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Bulldoze,Ally Switch,Mud-Slap,Laser Focus,Heal Bell,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Bounce,Role Play,Zen Headbutt,Magic Coat,Swift,Trick,Power-Up Punch,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinda,327,327,0,Normal,,Field,Human-Like,None,None,None,Own Tempo,Tangled Feet,Contrary,75,75,75,75,75,75,1,Tackle,1,Superpower,1,Copycat,4,Disable,10,Hypnosis,10,Feint Attack,13,Psybeam,19,Sucker Punch,22,Teeter Dance,23,Body Slam,23,Dizzy Punch,25,Uproar,28,Fake Out,31,Zen Headbutt,34,Hammer Arm,37,Double-Edge,40,Flail,43,Wish,46,Thrash,49,Trick Room,52,Hyper Voice,55,Close Combat,60,Psycho Boost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Calm Mind,Toxic,Work Up,Sunny Day,Protect,Rain Dance,Safeguard,Dig,Psychic,Shadow Ball,Brick Break,Double Team,Shock Wave,Rock Tomb,Facade,Rest,Attract,Thief,Skill Swap,Fling,Endure,Drain Punch,Recycle,Flash,Psych Up,Rock Slide,Sleep Talk,Dream Eater,Swagger,Substitute,Trick Room,Strength,Rock Smash,Wild Charge,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encore,Disable,Baton Pass,Wish,Trick,Fake Out,Role Play,Psycho Cut,Fake Tears,Rapid Spin,Icy Wind,Psycho Shift,Guard Split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Mud-Slap,Uproar,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Role Play,Zen Headbutt,Swift,Low Kick,Trick,Power-Up Punch,Icy Wind,Sucker Punch,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trapinch,328,328,0,Bug,Ground,Bug,Dragon,None,None,Soft Sand,Hyper Cutter,Arena Trap,Sheer Force,55,100,45,45,45,10,1,Astonish,1,Sand Attack,1,Bite,1,Bug Bite,1,Feint Attack,4,Laser Focus,7,Mud-Slap,11,Bulldoze,15,Rock Slide,16,Sand Tomb,19,Dig,23,Crunch,31,Earth Power,35,Sandstorm,39,Earthquake,43,Feint,47,Superpower,51,Fissure,55,Megahorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Earthquake,Dig,Double Team,Sandstorm,Rock Tomb,Attract,Rock Slide,Substitute,Strength,Rock Smash,Hyper Voice,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick Attack,Gust,Flail,Fury Cutter,Bug Bite,Feint,Focus Energy,Mud Shot,Earth Power,Signal Beam,First Impression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Fury Cutter,Signal Beam,Scorching Sands,Superpower,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrava,329,329,0,Bug,Dragon,Bug,Dragon,None,None,None,Compound Eyes,Overcoat,Tinted Lens,60,85,55,85,55,70,30,Dragon Breath,1,Bite,1,Feint Attack,1,Astonish,1,Sand Attack,1,Fissure,1,Superpower,1,Crunch,1,Laser Focus,7,Mud-Slap,11,Bulldoze,15,Rock Slide,16,Sand Tomb,19,Supersonic,20,Dragon Tail,23,Screech,31,Earth Power,35,Sandstorm,39,Earthquake,43,Bug Buzz,47,Uproar,51,Dragon Pulse,55,Megahorn,56,Dragon Rush,62,Boomburst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Earthquake,Dig,Double Team,Sandstorm,Rock Tomb,Attract,Steel Wing,Roost,Endure,Dragon Pulse,Bug Buzz,Rock Slide,X-Scissor,U-turn,Fly,Strength,Defog,Rock Smash,Hyper Voice,Hurricane,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick Attack,Gust,Flail,Fury Cutter,Bug Bite,Feint,Focus Energy,Mud Shot,Earth Power,Signal Beam,First Impression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Air Cutter,Mud-Slap,Dual Wingbeat,Fury Cutter,Uproar,Signal Beam,Ominous Wind,Tailwind,Swift,Scorching Sands,Heat Wave,Superpower,Draco Meteor,Outrage,Twister,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flygon,330,330,0,Bug,Dragon,Bug,Dragon,None,None,None,Compound Eyes,Overcoat,Tinted Lens,90,115,85,115,85,110,0,Dragon Claw,1,Bite,1,Astonish,1,Feint Attack,1,Sand Attack,1,Fissure,1,Superpower,1,Crunch,1,Laser Focus,1,Feint,1,Dragon Dance,7,Mud-Slap,11,Bulldoze,15,Rock Slide,16,Sand Tomb,19,Supersonic,20,Dragon Tail,23,Screech,30,Dragon Breath,31,Earth Power,35,Sandstorm,39,Earthquake,43,Bug Buzz,47,Outrage,51,Dragon Pulse,52,Uproar,55,Megahorn,59,Dragon Rush,63,Quiver Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Toxic,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Iron Tail,Earthquake,Dig,Double Team,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Attract,Steel Wing,Roost,Endure,Dragon Pulse,Bug Buzz,Giga Impact,Stone Edge,Rock Slide,X-Scissor,U-turn,Fly,Strength,Defog,Rock Smash,Hyper Voice,Hurricane,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick Attack,Gust,Flail,Fury Cutter,Bug Bite,Feint,Focus Energy,Mud Shot,Earth Power,Signal Beam,First Impression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Fury Cutter,Uproar,Signal Beam,Ominous Wind,Fire Punch,Thunder Punch,Tailwind,Swift,Scorching Sands,Power-Up Punch,Heat Wave,Superpower,Draco Meteor,Outrage,Twister,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacnea,331,331,0,Grass,,Grass,Human-Like,None,None,Sticky Barb,Water Absorb,Sand Veil,Sand Rush,50,85,40,85,40,35,1,Leer,1,Poison Sting,4,Absorb,7,Growth,10,Leech Seed,13,Sand Attack,16,Poison Jab,16,Bullet Seed,16,Needle Arm,19,Assurance,19,Feint Attack,22,Ingrain,28,Payback,31,Spikes,34,Sucker Punch,37,Energy Ball,40,Nasty Plot,43,Pin Missile,46,Cotton Spore,49,Dark Pulse,52,Sandstorm,55,Destiny Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Toxic,Bullet Seed,Sunny Day,Protect,Giga Drain,Solar Beam,Brick Break,Double Team,Sandstorm,Facade,Rest,Attract,Energy Ball,Fling,Endure,Drain Punch,Nasty Plot,Payback,Flash,Swords Dance,Dark Pulse,Sleep Talk,Poison Jab,Grass Knot,Swagger,Substitute,Cut,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,Teeter Dance,Dynamic Punch,Counter,Low Kick,Magical Leaf,Seed Bomb,Disable,Block,Worry Seed,Switcheroo,Fell Stinger,Belch,Power-Up Punch,Grass Whistle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Worry Seed,Mud-Slap,Block,Fury Cutter,Spite,Synthesis,Thunder Punch,Seismic Toss,Role Play,Seed Bomb,Low Kick,Scorching Sands,Power-Up Punch,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacturne,332,332,0,Grass,Dark,Grass,Human-Like,None,None,Sticky Barb,Water Absorb,Sand Veil,Sand Rush,70,115,60,115,60,55,1,Spiky Shield,1,Leer,1,Poison Sting,4,Absorb,7,Growth,10,Leech Seed,13,Sand Attack,16,Poison Jab,16,Bullet Seed,16,Needle Arm,19,Assurance,19,Feint Attack,22,Ingrain,28,Payback,31,Spikes,32,Revenge,35,Sucker Punch,39,Energy Ball,43,Nasty Plot,47,Pin Missile,51,Cotton Spore,55,Dark Pulse,59,Sandstorm,63,Destiny Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Brick Break,Double Team,Sandstorm,Facade,Rest,Attract,Focus Blast,Energy Ball,Fling,Endure,Drain Punch,Nasty Plot,Payback,Giga Impact,Flash,Swords Dance,Dark Pulse,Sleep Talk,Poison Jab,Grass Knot,Swagger,Substitute,Cut,Strength,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,Teeter Dance,Dynamic Punch,Counter,Low Kick,Magical Leaf,Seed Bomb,Disable,Block,Worry Seed,Switcheroo,Fell Stinger,Belch,Power-Up Punch,Grass Whistle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Worry Seed,Mud-Slap,Block,Fury Cutter,Spite,Stomping Tantrum,Synthesis,Thunder Punch,Seismic Toss,Role Play,Seed Bomb,Low Kick,Scorching Sands,Power-Up Punch,Superpower,Sucker Punch,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swablu,333,333,0,Fairy,Flying,Flying,Dragon,None,None,None,Cloud Nine,Natural Cure,Pixilate,45,60,60,60,75,50,1,Growl,1,Peck,4,Astonish,7,Sing,11,Disarming Voice,13,Fury Attack,15,Safeguard,16,Round,17,Pluck,19,Mist,20,Dragon Breath,22,Uproar,28,Take Down,31,Moonblast,35,Cotton Guard,39,Dragon Pulse,43,Perish Song,46,Brave Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Ice Beam,Protect,Rain Dance,Safeguard,Dazzling Gleam,Solar Beam,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,False Swipe,Endure,Dragon Pulse,Psych Up,Sleep Talk,Dream Eater,Swagger,Pluck,Substitute,Fly,Hyper Voice,Hurricane,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Rush,Feather Dance,Haze,Tailwind,Astonish,Agility,Power Swap,Hyper Voice,Play Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Heal Bell,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altaria,334,334,0,Dragon,Fairy,Flying,Dragon,None,None,None,Cloud Nine,Natural Cure,Pixilate,75,90,90,90,105,80,42,Dragon Pulse,1,Play Rough,1,Growl,1,Peck,4,Astonish,7,Sing,11,Disarming Voice,13,Fury Attack,15,Safeguard,16,Round,17,Pluck,19,Mist,22,Uproar,28,Take Down,31,Moonblast,32,Cotton Guard,35,Dragon Breath,38,Dragon Dance,46,Perish Song,50,Brave Bird,54,Sky Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Roar,Toxic,Sunny Day,Ice Beam,Hyper Beam,Protect,Rain Dance,Safeguard,Dazzling Gleam,Solar Beam,Iron Tail,Earthquake,Double Team,Flamethrower,Fire Blast,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,False Swipe,Endure,Dragon Pulse,Giga Impact,Psych Up,Sleep Talk,Bulldoze,Dream Eater,Swagger,Pluck,Substitute,Fly,Rock Smash,Hyper Voice,Hurricane,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Rush,Feather Dance,Haze,Tailwind,Astonish,Agility,Power Swap,Hyper Voice,Play Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Air Cutter,Mud-Slap,Dual Wingbeat,Heal Bell,Uproar,Ominous Wind,Wonder Room,Sky Attack,Tailwind,Swift,Heat Wave,Draco Meteor,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zangoose,335,335,0,Normal,,Field,Field,None,None,Quick Claw,Immunity,Scrappy,Toxic Boost,75,115,60,60,60,100,1,Leer,1,Scratch,4,Quick Attack,7,Fury Cutter,12,Hone Claws,13,False Swipe,15,Aerial Ace,16,Slash,16,Night Slash,19,Revenge,22,Crush Claw,25,Swords Dance,28,Knock Off,31,Detect,33,Facade,33,Embargo,34,X-Scissor,37,Taunt,43,Close Combat,46,Belly Drum,49,Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Roar,Toxic,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Giga Drain,Solar Beam,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Brick Break,Double Team,Shock Wave,Flamethrower,Fire Blast,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Thief,Focus Blast,False Swipe,Fling,Endure,Shadow Claw,Payback,Thunder Wave,Swords Dance,Rock Slide,X-Scissor,Sleep Talk,Poison Jab,Swagger,Substitute,Strength,Rock Smash,Rock Climb,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flail,Double Kick,Counter,Curse,Fury Swipes,Night Slash,Metal Claw,Double Hit,Disable,Final Gambit,Feint,Quick Guard,Belly Drum,Razor Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Mud-Slap,Fury Cutter,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Swift,Low Kick,Power-Up Punch,Icy Wind,Knock Off,Last Resort,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seviper,336,336,0,Poison,Dark,Field,Dragon,None,None,Shed Shell,Shed Skin,Intimidate,Infiltrator,75,115,60,80,60,80,1,Wrap,4,Bite,7,Lick,10,Poison Fang,13,Feint,16,Venoshock,16,Screech,19,Glare,22,Poison Tail,24,Venom Drench,25,Night Slash,28,Gastro Acid,31,Poison Jab,34,Crunch,37,Sludge Bomb,40,Haze,41,Belch,43,Swords Dance,44,Coil,46,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Taunt,Protect,Rain Dance,Giga Drain,Iron Tail,Earthquake,Dig,Double Team,Flamethrower,Sludge Bomb,Facade,Rest,Attract,Thief,Endure,Payback,Swords Dance,Dark Pulse,X-Scissor,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Strength,Rock Smash,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockpile,Swallow,Spit Up,Body Slam,Scary Face,Assurance,Night Slash,Switcheroo,Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Bulldoze,Mud-Slap,Fury Cutter,Gastro Acid,Swift,Aqua Tail,Knock Off,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunatone,337,337,0,Rock,Psychic,Mineral,Mineral,Stardust,None,Moon Stone,Levitate,Levitate,Levitate,90,55,65,100,85,70,1,Rock Throw,1,Confusion,1,Harden,1,Tackle,1,Moonlight,57,Moonblast,5,Hypnosis,9,Rock Polish,17,Rock Slide,17,Embargo,20,Psyshock,25,Psychic,29,Cosmic Power,35,Stone Edge,37,Power Gem,41,Earth Power,45,Ice Beam,45,Magic Room,49,Future Sight,53,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Hail,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Earthquake,Psychic,Shadow Ball,Double Team,Reflect,Sandstorm,Rock Tomb,Facade,Rest,Skill Swap,Charge Beam,Endure,Nasty Plot,Explosion,Recycle,Giga Impact,Rock Polish,Flash,Stone Edge,Gyro Ball,Stealth Rock,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,Hidden Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Bulldoze,Ally Switch,Rollout,Laser Focus,Self-Destruct,Signal Beam,Stomping Tantrum,Ancient Power,Magic Room,Zen Headbutt,Magic Coat,Pain Split,Swift,Iron Head,Gravity,Icy Wind,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
